Invoice_No,Stock_Code,Description,Quantity,Date,Unit_Price,Customer_ID,Country,DayOfWeek,Month,Year,Quarter,DayOfMonth,Total_Revenue,Outlier
537643,DOT,DOTCOM POSTAGE,1,2010-12-07 15:34:00,593.15,Unknown,United Kingdom,Tuesday,12,2010,4,7,593.15,True
537645,DOT,DOTCOM POSTAGE,1,2010-12-07 15:34:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,607.96,True
C537644,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:34:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,-13474.79,True
C537647,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:41:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,-5519.25,True
C537651,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:49:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,-13541.33,True
C537652,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:51:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,-6706.71,True
537666,DOT,DOTCOM POSTAGE,1,2010-12-07 18:36:00,600.0,Unknown,United Kingdom,Tuesday,12,2010,4,7,701.95,True
537823,DOT,DOTCOM POSTAGE,1,2010-12-08 14:25:00,600.0,Unknown,United Kingdom,Wednesday,12,2010,4,8,729.42,True
C537857,D,Discount,-1,2010-12-08 16:00:00,267.12,17340.0,United Kingdom,Wednesday,12,2010,4,8,-267.12,False
537859,22828,REGENCY MIRROR WITH SHUTTERS,1,2010-12-08 16:11:00,165.0,14030.0,United Kingdom,Wednesday,12,2010,4,8,165.0,False
537859,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2010-12-08 16:11:00,145.0,14030.0,United Kingdom,Wednesday,12,2010,4,8,290.0,False
538071,DOT,DOTCOM POSTAGE,1,2010-12-09 14:09:00,600.0,Unknown,United Kingdom,Thursday,12,2010,4,9,885.94,True
538148,DOT,DOTCOM POSTAGE,1,2010-12-09 16:26:00,547.32,Unknown,United Kingdom,Thursday,12,2010,4,9,547.32,True
538149,DOT,DOTCOM POSTAGE,1,2010-12-09 16:27:00,600.0,Unknown,United Kingdom,Thursday,12,2010,4,9,620.68,True
538153,DOT,DOTCOM POSTAGE,1,2010-12-09 16:31:00,600.0,Unknown,United Kingdom,Thursday,12,2010,4,9,822.94,True
538177,DOT,DOTCOM POSTAGE,1,2010-12-10 09:51:00,600.0,Unknown,United Kingdom,Friday,12,2010,4,10,847.42,True
C538189,M,Manual,-1,2010-12-10 10:35:00,133.08,Unknown,United Kingdom,Friday,12,2010,4,10,-133.08,False
538349,DOT,DOTCOM POSTAGE,1,2010-12-10 14:59:00,600.0,Unknown,United Kingdom,Friday,12,2010,4,10,907.47,True
538354,22826,LOVE SEAT ANTIQUE WHITE METAL,2,2010-12-10 15:45:00,175.0,16873.0,United Kingdom,Friday,12,2010,4,10,350.0,False
538524,DOT,DOTCOM POSTAGE,1,2010-12-13 09:35:00,600.0,Unknown,United Kingdom,Monday,12,2010,4,13,641.86,True
538566,DOT,DOTCOM POSTAGE,1,2010-12-13 11:21:00,584.59,Unknown,United Kingdom,Monday,12,2010,4,13,584.59,True
538662,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159.0,United Kingdom,Monday,12,2010,4,13,250.0,False
538662,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159.0,United Kingdom,Monday,12,2010,4,13,250.0,False
C538680,BANK CHARGES,Bank Charges,-1,2010-12-13 17:10:00,600.0,Unknown,United Kingdom,Monday,12,2010,4,13,-966.92,True
C538681,M,Manual,-1,2010-12-13 17:12:00,316.3,Unknown,United Kingdom,Monday,12,2010,4,13,-316.3,True
C538682,M,Manual,-1,2010-12-13 17:14:00,600.0,Unknown,United Kingdom,Monday,12,2010,4,13,-1130.9,True
538880,DOT,DOTCOM POSTAGE,1,2010-12-14 15:52:00,116.71,Unknown,United Kingdom,Tuesday,12,2010,4,14,113.45,False
538881,DOT,DOTCOM POSTAGE,1,2010-12-14 15:54:00,198.17,Unknown,United Kingdom,Tuesday,12,2010,4,14,198.17,False
538883,DOT,DOTCOM POSTAGE,1,2010-12-14 15:56:00,340.72,Unknown,United Kingdom,Tuesday,12,2010,4,14,340.72,True
538884,DOT,DOTCOM POSTAGE,1,2010-12-14 15:56:00,146.85,Unknown,United Kingdom,Tuesday,12,2010,4,14,146.85,False
538999,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom,Wednesday,12,2010,4,15,250.0,False
538999,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom,Wednesday,12,2010,4,15,250.0,False
539016,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 13:49:00,125.0,13418.0,United Kingdom,Wednesday,12,2010,4,15,250.0,False
539044,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 15:47:00,125.0,15727.0,United Kingdom,Wednesday,12,2010,4,15,250.0,False
539044,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 15:47:00,125.0,15727.0,United Kingdom,Wednesday,12,2010,4,15,250.0,False
539080,22655,VINTAGE RED KITCHEN CABINET,1,2010-12-16 08:41:00,295.0,16607.0,United Kingdom,Thursday,12,2010,4,16,295.0,True
C539224,22656,VINTAGE BLUE KITCHEN CABINET,-1,2010-12-16 13:01:00,175.0,17377.0,United Kingdom,Thursday,12,2010,4,16,-175.0,False
539434,DOT,DOTCOM POSTAGE,1,2010-12-17 14:41:00,510.79,Unknown,United Kingdom,Friday,12,2010,4,17,510.79,True
539436,DOT,DOTCOM POSTAGE,1,2010-12-17 14:49:00,565.37,Unknown,United Kingdom,Friday,12,2010,4,17,565.37,True
539437,DOT,DOTCOM POSTAGE,1,2010-12-17 14:54:00,600.0,Unknown,United Kingdom,Friday,12,2010,4,17,803.55,True
C539438,22655,VINTAGE RED KITCHEN CABINET,-1,2010-12-17 15:11:00,295.0,16607.0,United Kingdom,Friday,12,2010,4,17,-295.0,True
539440,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-17 15:15:00,125.0,16607.0,United Kingdom,Friday,12,2010,4,17,250.0,False
539451,DOT,DOTCOM POSTAGE,1,2010-12-17 16:59:00,600.0,Unknown,United Kingdom,Friday,12,2010,4,17,662.14,True
539453,DOT,DOTCOM POSTAGE,1,2010-12-17 17:08:00,600.0,Unknown,United Kingdom,Friday,12,2010,4,17,603.62,True
539492,DOT,DOTCOM POSTAGE,1,2010-12-20 10:14:00,396.81,Unknown,United Kingdom,Monday,12,2010,4,20,396.81,True
539581,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-20 12:51:00,125.0,16143.0,United Kingdom,Monday,12,2010,4,20,250.0,False
539595,DOT,DOTCOM POSTAGE,1,2010-12-20 13:43:00,350.78,Unknown,United Kingdom,Monday,12,2010,4,20,350.78,True
539631,DOT,DOTCOM POSTAGE,1,2010-12-20 15:03:00,250.83,Unknown,United Kingdom,Monday,12,2010,4,20,250.83,False
539663,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2010-12-21 10:26:00,125.0,17961.0,United Kingdom,Tuesday,12,2010,4,21,125.0,False
539688,C2,CARRIAGE,1,2010-12-21 11:00:00,150.0,12678.0,France,Tuesday,12,2010,4,21,150.0,False
539708,DOT,DOTCOM POSTAGE,1,2010-12-21 12:18:00,182.37,Unknown,United Kingdom,Tuesday,12,2010,4,21,182.37,False
539718,DOT,DOTCOM POSTAGE,1,2010-12-21 13:06:00,116.71,Unknown,United Kingdom,Tuesday,12,2010,4,21,112.37,False
539735,DOT,DOTCOM POSTAGE,1,2010-12-21 15:17:00,164.55,Unknown,United Kingdom,Tuesday,12,2010,4,21,164.55,False
539736,DOT,DOTCOM POSTAGE,1,2010-12-21 15:18:00,337.23,Unknown,United Kingdom,Tuesday,12,2010,4,21,337.23,True
539737,DOT,DOTCOM POSTAGE,1,2010-12-21 15:19:00,514.0,Unknown,United Kingdom,Tuesday,12,2010,4,21,514.0,True
539738,DOT,DOTCOM POSTAGE,1,2010-12-21 15:19:00,549.79,Unknown,United Kingdom,Tuesday,12,2010,4,21,549.79,True
539739,DOT,DOTCOM POSTAGE,1,2010-12-21 15:19:00,324.43,Unknown,United Kingdom,Tuesday,12,2010,4,21,324.43,True
539740,DOT,DOTCOM POSTAGE,1,2010-12-21 15:20:00,311.66,Unknown,United Kingdom,Tuesday,12,2010,4,21,311.66,True
539741,DOT,DOTCOM POSTAGE,1,2010-12-21 15:20:00,128.6,Unknown,United Kingdom,Tuesday,12,2010,4,21,128.6,False
539742,DOT,DOTCOM POSTAGE,1,2010-12-21 15:20:00,116.71,Unknown,United Kingdom,Tuesday,12,2010,4,21,114.34,False
539743,DOT,DOTCOM POSTAGE,1,2010-12-21 15:20:00,116.71,Unknown,United Kingdom,Tuesday,12,2010,4,21,103.57,False
539744,DOT,DOTCOM POSTAGE,1,2010-12-21 15:21:00,189.57,Unknown,United Kingdom,Tuesday,12,2010,4,21,189.57,False
539745,DOT,DOTCOM POSTAGE,1,2010-12-21 15:21:00,152.68,Unknown,United Kingdom,Tuesday,12,2010,4,21,152.68,False
539856,M,Manual,1,2010-12-22 14:41:00,600.0,Unknown,United Kingdom,Wednesday,12,2010,4,22,1298.4,True
539958,DOT,DOTCOM POSTAGE,1,2010-12-23 13:26:00,600.0,Unknown,United Kingdom,Thursday,12,2010,4,23,627.47,True
540026,DOT,DOTCOM POSTAGE,1,2011-01-04 13:25:00,469.7,Unknown,United Kingdom,Tuesday,1,2011,1,4,469.7,True
C540117,AMAZONFEE,AMAZON FEE,-1,2011-01-05 09:55:00,600.0,Unknown,United Kingdom,Wednesday,1,2011,1,5,-16888.02,True
C540118,AMAZONFEE,AMAZON FEE,-1,2011-01-05 09:57:00,600.0,Unknown,United Kingdom,Wednesday,1,2011,1,5,-16453.71,True
540154,DOT,DOTCOM POSTAGE,1,2011-01-05 11:30:00,192.86,Unknown,United Kingdom,Wednesday,1,2011,1,5,192.86,False
540238,DOT,DOTCOM POSTAGE,1,2011-01-05 14:44:00,116.71,Unknown,United Kingdom,Wednesday,1,2011,1,5,109.19,False
540255,DOT,DOTCOM POSTAGE,1,2011-01-05 16:50:00,219.24,Unknown,United Kingdom,Wednesday,1,2011,1,5,219.24,False
C540266,M,Manual,-1,2011-01-06 11:05:00,458.29,Unknown,United Kingdom,Thursday,1,2011,1,6,-458.29,True
C540271,M,Manual,-1,2011-01-06 11:51:00,600.0,12503.0,Spain,Thursday,1,2011,1,6,-1126.0,True
540352,DOT,DOTCOM POSTAGE,1,2011-01-06 14:27:00,306.35,Unknown,United Kingdom,Thursday,1,2011,1,6,306.35,True
540418,DOT,DOTCOM POSTAGE,1,2011-01-07 11:04:00,369.95,Unknown,United Kingdom,Friday,1,2011,1,7,369.95,True
540468,DOT,DOTCOM POSTAGE,1,2011-01-07 13:55:00,278.97,Unknown,United Kingdom,Friday,1,2011,1,7,278.97,False
540551,DOT,DOTCOM POSTAGE,1,2011-01-10 09:43:00,557.0,Unknown,United Kingdom,Monday,1,2011,1,10,557.0,True
540646,DOT,DOTCOM POSTAGE,1,2011-01-10 14:32:00,262.73,Unknown,United Kingdom,Monday,1,2011,1,10,262.73,False
540647,22655,VINTAGE RED KITCHEN CABINET,1,2011-01-10 14:57:00,295.0,17406.0,United Kingdom,Monday,1,2011,1,10,295.0,True
C540652,22655,VINTAGE RED KITCHEN CABINET,-1,2011-01-10 15:04:00,265.5,17406.0,United Kingdom,Monday,1,2011,1,10,-265.5,False
540653,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-10 15:07:00,125.0,17406.0,United Kingdom,Monday,1,2011,1,10,250.0,False
540681,DOT,DOTCOM POSTAGE,1,2011-01-10 16:25:00,223.35,Unknown,United Kingdom,Monday,1,2011,1,10,223.35,False
540821,DOT,DOTCOM POSTAGE,1,2011-01-11 13:16:00,394.83,Unknown,United Kingdom,Tuesday,1,2011,1,11,394.83,True
540848,DOT,DOTCOM POSTAGE,1,2011-01-12 09:26:00,491.93,Unknown,United Kingdom,Wednesday,1,2011,1,12,491.93,True
540946,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-01-12 12:43:00,125.0,12359.0,Cyprus,Wednesday,1,2011,1,12,125.0,False
540946,22655,VINTAGE RED KITCHEN CABINET,1,2011-01-12 12:43:00,125.0,12359.0,Cyprus,Wednesday,1,2011,1,12,125.0,False
540970,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-01-12 13:52:00,165.0,14185.0,United Kingdom,Wednesday,1,2011,1,12,165.0,False
540977,DOT,DOTCOM POSTAGE,1,2011-01-12 15:01:00,478.1,Unknown,United Kingdom,Wednesday,1,2011,1,12,478.1,True
540995,DOT,DOTCOM POSTAGE,1,2011-01-13 09:30:00,404.49,Unknown,United Kingdom,Thursday,1,2011,1,13,404.49,True
541001,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-01-13 10:28:00,165.0,16500.0,United Kingdom,Thursday,1,2011,1,13,165.0,False
541043,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-13 12:10:00,125.0,15510.0,United Kingdom,Thursday,1,2011,1,13,250.0,False
541104,DOT,DOTCOM POSTAGE,1,2011-01-13 14:29:00,323.98,Unknown,United Kingdom,Thursday,1,2011,1,13,323.98,True
541130,DOT,DOTCOM POSTAGE,1,2011-01-14 10:15:00,138.0,Unknown,United Kingdom,Friday,1,2011,1,14,138.0,False
541131,DOT,DOTCOM POSTAGE,1,2011-01-14 10:16:00,156.21,Unknown,United Kingdom,Friday,1,2011,1,14,156.21,False
541132,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,127.54,Unknown,United Kingdom,Friday,1,2011,1,14,127.54,False
541133,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,120.88,Unknown,United Kingdom,Friday,1,2011,1,14,120.88,False
541219,DOT,DOTCOM POSTAGE,1,2011-01-14 14:06:00,391.32,Unknown,United Kingdom,Friday,1,2011,1,14,391.32,True
541282,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-17 12:31:00,125.0,17690.0,United Kingdom,Monday,1,2011,1,17,250.0,False
541421,DOT,DOTCOM POSTAGE,1,2011-01-17 17:44:00,449.52,Unknown,United Kingdom,Monday,1,2011,1,17,449.52,True
541422,DOT,DOTCOM POSTAGE,1,2011-01-17 17:48:00,295.2,Unknown,United Kingdom,Monday,1,2011,1,17,295.2,True
541423,DOT,DOTCOM POSTAGE,1,2011-01-17 17:54:00,235.48,Unknown,United Kingdom,Monday,1,2011,1,17,235.48,False
541424,DOT,DOTCOM POSTAGE,1,2011-01-17 17:57:00,301.84,Unknown,United Kingdom,Monday,1,2011,1,17,301.84,True
541426,22823,CHEST NATURAL WOOD 20 DRAWERS,4,2011-01-18 08:44:00,116.71,18233.0,United Kingdom,Tuesday,1,2011,1,18,440.0,False
541495,DOT,DOTCOM POSTAGE,1,2011-01-18 14:59:00,116.71,Unknown,United Kingdom,Tuesday,1,2011,1,18,116.71,False
541496,DOT,DOTCOM POSTAGE,1,2011-01-18 15:00:00,116.71,Unknown,United Kingdom,Tuesday,1,2011,1,18,101.0,False
541497,DOT,DOTCOM POSTAGE,1,2011-01-18 15:19:00,243.21,Unknown,United Kingdom,Tuesday,1,2011,1,18,243.21,False
541506,DOT,DOTCOM POSTAGE,1,2011-01-18 16:05:00,118.33,Unknown,United Kingdom,Tuesday,1,2011,1,18,118.33,False
541508,DOT,DOTCOM POSTAGE,1,2011-01-18 16:06:00,152.92,Unknown,United Kingdom,Tuesday,1,2011,1,18,152.92,False
541516,DOT,DOTCOM POSTAGE,1,2011-01-18 17:34:00,285.3,Unknown,United Kingdom,Tuesday,1,2011,1,18,285.3,False
541584,DOT,DOTCOM POSTAGE,1,2011-01-19 14:12:00,118.25,Unknown,United Kingdom,Wednesday,1,2011,1,19,118.25,False
541592,DOT,DOTCOM POSTAGE,1,2011-01-19 15:08:00,470.12,Unknown,United Kingdom,Wednesday,1,2011,1,19,470.12,True
C541650,M,Manual,-1,2011-01-20 11:44:00,544.4,Unknown,United Kingdom,Thursday,1,2011,1,20,-544.4,True
C541651,M,Manual,-1,2011-01-20 11:48:00,600.0,Unknown,United Kingdom,Thursday,1,2011,1,20,-1283.8,True
C541653,BANK CHARGES,Bank Charges,-1,2011-01-20 11:50:00,600.0,Unknown,United Kingdom,Thursday,1,2011,1,20,-1050.15,True
541695,DOT,DOTCOM POSTAGE,1,2011-01-20 18:01:00,334.16,Unknown,United Kingdom,Thursday,1,2011,1,20,334.16,True
541696,DOT,DOTCOM POSTAGE,1,2011-01-20 18:08:00,307.85,Unknown,United Kingdom,Thursday,1,2011,1,20,307.85,True
541789,22823,CHEST NATURAL WOOD 20 DRAWERS,3,2011-01-21 13:07:00,116.71,14088.0,United Kingdom,Friday,1,2011,1,21,330.0,False
541810,DOT,DOTCOM POSTAGE,1,2011-01-21 15:00:00,157.08,Unknown,United Kingdom,Friday,1,2011,1,21,157.08,False
541811,DOT,DOTCOM POSTAGE,1,2011-01-21 15:01:00,171.04,Unknown,United Kingdom,Friday,1,2011,1,21,171.04,False
541827,DOT,DOTCOM POSTAGE,1,2011-01-21 17:05:00,403.81,Unknown,United Kingdom,Friday,1,2011,1,21,403.81,True
541830,DOT,DOTCOM POSTAGE,1,2011-01-21 17:09:00,214.42,Unknown,United Kingdom,Friday,1,2011,1,21,214.42,False
541869,DOT,DOTCOM POSTAGE,1,2011-01-24 09:35:00,144.45,Unknown,United Kingdom,Monday,1,2011,1,24,144.45,False
541870,DOT,DOTCOM POSTAGE,1,2011-01-24 09:39:00,116.71,Unknown,United Kingdom,Monday,1,2011,1,24,105.71,False
541871,DOT,DOTCOM POSTAGE,1,2011-01-24 09:41:00,127.09,Unknown,United Kingdom,Monday,1,2011,1,24,127.09,False
541878,DOT,DOTCOM POSTAGE,1,2011-01-24 10:28:00,161.08,Unknown,United Kingdom,Monday,1,2011,1,24,161.08,False
541969,DOT,DOTCOM POSTAGE,1,2011-01-24 13:46:00,163.67,Unknown,United Kingdom,Monday,1,2011,1,24,163.67,False
541971,DOT,DOTCOM POSTAGE,1,2011-01-24 13:48:00,124.16,Unknown,United Kingdom,Monday,1,2011,1,24,124.16,False
541993,DOT,DOTCOM POSTAGE,1,2011-01-25 09:37:00,150.25,Unknown,United Kingdom,Tuesday,1,2011,1,25,150.25,False
541999,DOT,DOTCOM POSTAGE,1,2011-01-25 10:45:00,216.11,Unknown,United Kingdom,Tuesday,1,2011,1,25,216.11,False
542102,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-25 13:26:00,125.0,12744.0,Singapore,Tuesday,1,2011,1,25,250.0,False
542115,DOT,DOTCOM POSTAGE,1,2011-01-25 14:01:00,247.54,Unknown,United Kingdom,Tuesday,1,2011,1,25,247.54,False
542122,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-25 14:36:00,125.0,17082.0,United Kingdom,Tuesday,1,2011,1,25,250.0,False
542231,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-26 13:40:00,125.0,16714.0,United Kingdom,Wednesday,1,2011,1,26,250.0,False
C542232,22655,VINTAGE RED KITCHEN CABINET,-2,2011-01-26 13:44:00,125.0,16714.0,United Kingdom,Wednesday,1,2011,1,26,-250.0,False
542252,DOT,DOTCOM POSTAGE,1,2011-01-26 16:01:00,200.38,Unknown,United Kingdom,Wednesday,1,2011,1,26,200.38,False
542255,DOT,DOTCOM POSTAGE,1,2011-01-26 16:43:00,246.37,Unknown,United Kingdom,Wednesday,1,2011,1,26,246.37,False
542344,DOT,DOTCOM POSTAGE,1,2011-01-27 11:30:00,200.33,Unknown,United Kingdom,Thursday,1,2011,1,27,200.33,False
C542348,M,Manual,-1,2011-01-27 12:09:00,600.0,12539.0,Spain,Thursday,1,2011,1,27,-1715.85,True
542349,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-01-27 12:10:00,165.0,15513.0,United Kingdom,Thursday,1,2011,1,27,165.0,False
542541,DOT,DOTCOM POSTAGE,1,2011-01-28 14:25:00,223.89,Unknown,United Kingdom,Friday,1,2011,1,28,223.89,False
542622,DOT,DOTCOM POSTAGE,1,2011-01-31 09:09:00,230.61,Unknown,United Kingdom,Monday,1,2011,1,31,230.61,False
542624,DOT,DOTCOM POSTAGE,1,2011-01-31 09:48:00,188.88,Unknown,United Kingdom,Monday,1,2011,1,31,188.88,False
542625,DOT,DOTCOM POSTAGE,1,2011-01-31 09:50:00,192.21,Unknown,United Kingdom,Monday,1,2011,1,31,192.21,False
542664,DOT,DOTCOM POSTAGE,1,2011-01-31 12:14:00,157.76,Unknown,United Kingdom,Monday,1,2011,1,31,157.76,False
542906,DOT,DOTCOM POSTAGE,1,2011-02-01 15:12:00,189.59,Unknown,United Kingdom,Tuesday,2,2011,1,1,189.59,False
542997,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,116.71,Unknown,United Kingdom,Wednesday,2,2011,1,2,108.75,False
542998,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,172.42,Unknown,United Kingdom,Wednesday,2,2011,1,2,172.42,False
542999,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,142.29,Unknown,United Kingdom,Wednesday,2,2011,1,2,142.29,False
543000,DOT,DOTCOM POSTAGE,1,2011-02-02 12:17:00,259.75,Unknown,United Kingdom,Wednesday,2,2011,1,2,259.75,False
543013,DOT,DOTCOM POSTAGE,1,2011-02-02 13:35:00,174.12,Unknown,United Kingdom,Wednesday,2,2011,1,2,174.12,False
543097,DOT,DOTCOM POSTAGE,1,2011-02-03 11:41:00,168.53,Unknown,United Kingdom,Thursday,2,2011,1,3,168.53,False
543171,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,230.08,Unknown,United Kingdom,Friday,2,2011,1,4,230.08,False
543172,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,164.46,Unknown,United Kingdom,Friday,2,2011,1,4,164.46,False
543182,DOT,DOTCOM POSTAGE,1,2011-02-04 10:40:00,208.12,Unknown,United Kingdom,Friday,2,2011,1,4,208.12,False
543200,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,166.92,Unknown,United Kingdom,Friday,2,2011,1,4,166.92,False
543201,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,212.04,Unknown,United Kingdom,Friday,2,2011,1,4,212.04,False
543253,22655,VINTAGE RED KITCHEN CABINET,1,2011-02-04 15:32:00,295.0,14842.0,United Kingdom,Friday,2,2011,1,4,295.0,True
543345,DOT,DOTCOM POSTAGE,1,2011-02-07 12:29:00,183.09,Unknown,United Kingdom,Monday,2,2011,1,7,183.09,False
543348,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2011-02-07 12:46:00,145.0,13983.0,United Kingdom,Monday,2,2011,1,7,290.0,False
543358,DOT,DOTCOM POSTAGE,1,2011-02-07 14:04:00,218.26,Unknown,United Kingdom,Monday,2,2011,1,7,218.26,False
543370,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2011-02-07 14:51:00,145.0,12359.0,Cyprus,Monday,2,2011,1,7,290.0,False
543370,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-02-07 14:51:00,125.0,12359.0,Cyprus,Monday,2,2011,1,7,125.0,False
543370,22655,VINTAGE RED KITCHEN CABINET,1,2011-02-07 14:51:00,125.0,12359.0,Cyprus,Monday,2,2011,1,7,125.0,False
543399,DOT,DOTCOM POSTAGE,1,2011-02-08 11:07:00,171.42,Unknown,United Kingdom,Tuesday,2,2011,1,8,171.42,False
543450,DOT,DOTCOM POSTAGE,1,2011-02-08 12:12:00,116.71,Unknown,United Kingdom,Tuesday,2,2011,1,8,110.13,False
543451,DOT,DOTCOM POSTAGE,1,2011-02-08 12:13:00,179.29,Unknown,United Kingdom,Tuesday,2,2011,1,8,179.29,False
543461,DOT,DOTCOM POSTAGE,1,2011-02-08 13:35:00,153.71,Unknown,United Kingdom,Tuesday,2,2011,1,8,153.71,False
543467,DOT,DOTCOM POSTAGE,1,2011-02-08 14:35:00,234.92,Unknown,United Kingdom,Tuesday,2,2011,1,8,234.92,False
543530,DOT,DOTCOM POSTAGE,1,2011-02-09 12:46:00,213.15,Unknown,United Kingdom,Wednesday,2,2011,1,9,213.15,False
543532,DOT,DOTCOM POSTAGE,1,2011-02-09 12:59:00,225.17,Unknown,United Kingdom,Wednesday,2,2011,1,9,225.17,False
543533,DOT,DOTCOM POSTAGE,1,2011-02-09 13:00:00,254.08,Unknown,United Kingdom,Wednesday,2,2011,1,9,254.08,False
